Dose,Response,Err-Values
2.40E-09,-0.101016534,0.0585582
4.80E-09,0.092155853,0.1597742
9.60E-09,-0.103934442,0.0898574
1.92E-08,-0.111440446,0.1679564
3.84E-08,0.060746959,0.0740121
0.000000077,0.092777319,0.0695594
0.000000155,0.287656983,0.1068679
0.000000312,0.345076454,0.0192443
0.000000636,0.276064343,0.0976303
0.000001323,0.351421983,0.2993995
0.00000287,0.834348534,0.1283044
0.0000069,0.726549882,0.1773163
0.000022391,1.025655429,0.1433965
