Dose,Response,Err-Values
0.000000104,-0.090954289,0.0663281
0.000000209,-0.011735155,0.0475958
0.00000042,-0.022106599,0.0368576
0.00000085,0.00883039,0.0558837
0.000001739,0.067662973,0.0521583
0.000003637,0.004034873,0.0660925
0.000007997,-0.055107215,0.1149599
0.000019797,0.127709012,0.0067593
0.000067098,0.334961794,0.0150106
0.000331028,0.464342828,0.0560665
0.0010789,0.72132907,0.0471323
0.0026319,0.84970976,0.0121071
0.0057532,1.044920307,0.0673312
